Serial No.,Date,Time,Device Name,bat,leaf_moisture,leaf_temperature,rssi,snr,spreading_factor
1,29/09/2024,23:48:15,Leaf Moisture Sensor 9,3.37,32.3,24,-28,11.2,7
2,29/09/2024,23:28:15,Leaf Moisture Sensor 9,3.37,32.3,24.3,-28,14,7
3,29/09/2024,23:08:16,Leaf Moisture Sensor 9,3.37,32.3,24.7,-28,13.5,7
4,29/09/2024,22:48:16,Leaf Moisture Sensor 9,3.37,32.3,24.9,-28,13.8,7
5,29/09/2024,22:28:16,Leaf Moisture Sensor 9,3.37,32.3,25,-45,13.8,7
6,29/09/2024,22:08:17,Leaf Moisture Sensor 9,3.37,32.3,25.2,-46,13.5,7
7,29/09/2024,21:48:17,Leaf Moisture Sensor 9,3.37,32.3,25,-28,14,7
8,29/09/2024,21:28:17,Leaf Moisture Sensor 9,3.37,32.3,24.9,-28,13.8,7
9,29/09/2024,21:08:18,Leaf Moisture Sensor 9,3.37,32.3,25.1,-28,11.8,7
10,29/09/2024,20:48:18,Leaf Moisture Sensor 9,3.37,32.3,25.2,-46,14,7
11,29/09/2024,20:28:18,Leaf Moisture Sensor 9,3.37,32.3,25.5,-28,13.8,7
12,29/09/2024,20:08:19,Leaf Moisture Sensor 9,3.37,32.1,25.5,-46,13.5,7
13,29/09/2024,19:48:19,Leaf Moisture Sensor 9,3.37,32.1,25.9,-46,14.2,7
14,29/09/2024,19:28:19,Leaf Moisture Sensor 9,3.37,32.3,26.2,-28,14.5,7
15,29/09/2024,19:08:20,Leaf Moisture Sensor 9,3.37,32.3,26.4,-46,13.5,7
16,29/09/2024,18:48:20,Leaf Moisture Sensor 9,3.37,32.3,27,-28,11.5,7
17,29/09/2024,18:28:20,Leaf Moisture Sensor 9,3.37,32.3,27.2,-28,11.2,7
18,29/09/2024,18:08:21,Leaf Moisture Sensor 9,3.37,32.3,27.1,-28,13.5,7
19,29/09/2024,17:48:21,Leaf Moisture Sensor 9,3.37,32.3,27.9,-29,13.8,7
20,29/09/2024,17:28:21,Leaf Moisture Sensor 9,3.37,32.3,28.4,-28,14,7
21,29/09/2024,17:08:22,Leaf Moisture Sensor 9,3.37,32.3,28.8,-46,13.8,7
22,29/09/2024,16:48:22,Leaf Moisture Sensor 9,3.37,32.3,30.2,-46,14,7
23,29/09/2024,16:28:22,Leaf Moisture Sensor 9,3.37,32.6,34,-28,14,7
24,29/09/2024,16:08:22,Leaf Moisture Sensor 9,3.37,32.8,39.3,-29,13.8,7
25,29/09/2024,15:48:23,Leaf Moisture Sensor 9,3.37,32.8,38.2,-28,13.5,7
26,29/09/2024,15:28:23,Leaf Moisture Sensor 9,3.37,33.2,34.7,-29,13.8,7
27,29/09/2024,15:08:23,Leaf Moisture Sensor 9,3.37,33.6,41.1,-29,13.5,7
28,29/09/2024,14:48:24,Leaf Moisture Sensor 9,3.37,34,35.6,-46,14,7
29,29/09/2024,14:28:24,Leaf Moisture Sensor 9,3.37,34.9,43.8,-46,13.8,7
30,29/09/2024,14:08:24,Leaf Moisture Sensor 9,3.37,35.3,42.5,-28,14,7
31,29/09/2024,13:48:25,Leaf Moisture Sensor 9,3.37,35.7,38.9,-30,13.5,7
32,29/09/2024,13:28:25,Leaf Moisture Sensor 9,3.37,36.6,40.1,-28,11.8,7
33,29/09/2024,13:08:25,Leaf Moisture Sensor 9,3.37,37.9,43.3,-29,11.5,7
34,29/09/2024,12:48:26,Leaf Moisture Sensor 9,3.37,38.8,43.3,-46,13.8,7
35,29/09/2024,12:28:26,Leaf Moisture Sensor 9,3.37,39.7,40.5,-29,13.5,7
36,29/09/2024,12:08:26,Leaf Moisture Sensor 9,3.37,40.5,38,-46,13.8,7
37,29/09/2024,11:48:27,Leaf Moisture Sensor 9,3.37,41.5,36.6,-46,14.2,7
38,29/09/2024,11:28:27,Leaf Moisture Sensor 9,3.37,42.4,36,-46,14,7
39,29/09/2024,11:08:27,Leaf Moisture Sensor 9,3.37,42.8,35.2,-29,14,7
40,29/09/2024,10:48:27,Leaf Moisture Sensor 9,3.37,43,33.1,-28,14.2,7
41,29/09/2024,10:28:28,Leaf Moisture Sensor 9,3.37,43.5,31.5,-29,11.8,7
42,29/09/2024,10:08:28,Leaf Moisture Sensor 9,3.37,43.7,29.6,-46,13.8,7
43,29/09/2024,09:48:28,Leaf Moisture Sensor 9,3.37,43.6,28.6,-28,13.8,7
44,29/09/2024,09:28:29,Leaf Moisture Sensor 9,3.37,44.2,28.9,-46,13.8,7
45,29/09/2024,09:08:29,Leaf Moisture Sensor 9,3.37,45.1,28.9,-46,14,7
46,29/09/2024,08:48:29,Leaf Moisture Sensor 9,3.37,45.6,28.4,-29,13.8,7
47,29/09/2024,08:28:30,Leaf Moisture Sensor 9,3.37,46.1,27.4,-46,13.8,7
48,29/09/2024,08:08:30,Leaf Moisture Sensor 9,3.37,46.5,24.7,-28,12,7
49,29/09/2024,07:48:30,Leaf Moisture Sensor 9,3.37,46.5,23.9,-28,11.8,7
50,29/09/2024,07:28:31,Leaf Moisture Sensor 9,3.37,47,23.5,-30,13.2,7
51,29/09/2024,07:08:31,Leaf Moisture Sensor 9,3.37,47.5,23,-29,13.8,7
52,29/09/2024,06:48:31,Leaf Moisture Sensor 9,3.37,48,22.9,-46,13.8,7
53,29/09/2024,06:28:32,Leaf Moisture Sensor 9,3.37,48.5,22.6,-46,14,7
54,29/09/2024,06:08:32,Leaf Moisture Sensor 9,3.37,49,22.7,-29,13.8,7
55,29/09/2024,05:48:32,Leaf Moisture Sensor 9,3.37,49.3,22.6,-30,13.8,7
56,29/09/2024,05:28:33,Leaf Moisture Sensor 9,3.37,49.7,22.4,-29,11.5,7
57,29/09/2024,05:08:33,Leaf Moisture Sensor 9,3.37,50.5,22.3,-29,11.2,7
58,29/09/2024,04:48:33,Leaf Moisture Sensor 9,3.37,51.2,22.2,-31,13.8,7
59,29/09/2024,04:28:34,Leaf Moisture Sensor 9,3.37,52.2,22.3,-30,13.8,7
60,29/09/2024,04:08:34,Leaf Moisture Sensor 9,3.37,53.2,22.4,-31,13.5,7
61,29/09/2024,03:48:34,Leaf Moisture Sensor 9,3.37,54.8,22.2,-48,13,7
62,29/09/2024,03:28:34,Leaf Moisture Sensor 9,3.37,57.2,22.4,-30,13.8,7
63,29/09/2024,03:08:35,Leaf Moisture Sensor 9,3.37,61.3,22.1,-48,13.5,7
64,29/09/2024,02:48:35,Leaf Moisture Sensor 9,3.37,68.9,22.2,-31,13.5,7
65,29/09/2024,02:28:35,Leaf Moisture Sensor 9,3.37,82.4,22.1,-31,14,7
66,29/09/2024,02:08:36,Leaf Moisture Sensor 9,3.37,88.3,21.8,-33,14,7
67,29/09/2024,01:48:36,Leaf Moisture Sensor 9,3.37,91.5,22,-32,14,7
68,29/09/2024,01:28:36,Leaf Moisture Sensor 9,3.37,83.8,22.3,-49,13.2,7
69,29/09/2024,01:08:37,Leaf Moisture Sensor 9,3.37,78.7,22.6,-48,13.8,7
70,29/09/2024,00:48:37,Leaf Moisture Sensor 9,3.37,70.5,22.7,-48,13.2,7
71,29/09/2024,00:28:37,Leaf Moisture Sensor 9,3.37,26.2,23.3,-46,14,7
72,29/09/2024,00:08:38,Leaf Moisture Sensor 9,3.37,22.1,23.9,-28,14,7
73,28/09/2024,23:48:38,Leaf Moisture Sensor 9,3.37,18.5,24,-28,10.5,7
74,28/09/2024,23:28:38,Leaf Moisture Sensor 9,3.37,18.3,23.9,-28,14,7
75,28/09/2024,23:08:39,Leaf Moisture Sensor 9,3.37,18.3,24,-28,13.8,7
76,28/09/2024,22:48:39,Leaf Moisture Sensor 9,3.37,18.3,23.9,-45,13.5,7
77,28/09/2024,22:28:39,Leaf Moisture Sensor 9,3.37,18,23.9,-45,14.2,7
78,28/09/2024,22:08:40,Leaf Moisture Sensor 9,3.37,18,24,-28,13.5,7
79,28/09/2024,21:48:40,Leaf Moisture Sensor 9,3.37,18,24.3,-45,14.2,7
80,28/09/2024,21:28:40,Leaf Moisture Sensor 9,3.37,17.9,24.2,-28,14,7
81,28/09/2024,21:08:41,Leaf Moisture Sensor 9,3.37,17.6,24.4,-27,13.5,7
82,28/09/2024,20:48:41,Leaf Moisture Sensor 9,3.37,17.6,24.6,-45,13.5,7
83,28/09/2024,20:28:41,Leaf Moisture Sensor 9,3.37,17.5,24.7,-28,13.2,7
84,28/09/2024,20:08:41,Leaf Moisture Sensor 9,3.37,17.3,25.2,-45,14.2,7
85,28/09/2024,19:48:42,Leaf Moisture Sensor 9,3.37,17.3,25.6,-45,13.8,7
86,28/09/2024,19:28:42,Leaf Moisture Sensor 9,3.37,17.1,25.8,-27,13.8,7
87,28/09/2024,19:08:42,Leaf Moisture Sensor 9,3.37,17,25.9,-45,14.2,7
88,28/09/2024,18:48:43,Leaf Moisture Sensor 9,3.37,16.8,26.2,-28,10.2,7
89,28/09/2024,18:28:43,Leaf Moisture Sensor 9,3.37,16.7,26.6,-42,14,7
90,28/09/2024,18:08:43,Leaf Moisture Sensor 9,3.37,16.4,27.2,-44,13.2,7
91,28/09/2024,17:48:44,Leaf Moisture Sensor 9,3.37,16.3,28.1,-42,14,7
92,28/09/2024,17:28:44,Leaf Moisture Sensor 9,3.37,16.5,28.9,-43,13.8,7
93,28/09/2024,17:08:44,Leaf Moisture Sensor 9,3.37,17.1,30.2,-60,13.5,7
94,28/09/2024,16:48:45,Leaf Moisture Sensor 9,3.37,17.6,30.6,-61,13.8,7
95,28/09/2024,16:28:45,Leaf Moisture Sensor 9,3.37,18.5,30.4,-61,13.8,7
96,28/09/2024,16:08:45,Leaf Moisture Sensor 9,3.37,19.9,30.3,-42,9.2,7
97,28/09/2024,15:48:46,Leaf Moisture Sensor 9,3.37,21.7,30.3,-42,13.8,7
98,28/09/2024,15:28:46,Leaf Moisture Sensor 9,3.37,23.3,34.1,-61,13.5,7
99,28/09/2024,15:08:46,Leaf Moisture Sensor 9,3.37,24.7,44.4,-44,13.2,7
100,28/09/2024,14:48:47,Leaf Moisture Sensor 9,3.37,24.4,44.2,-61,14.2,7
101,28/09/2024,14:28:47,Leaf Moisture Sensor 9,3.37,24,41.8,-61,14,7
102,28/09/2024,13:48:48,Leaf Moisture Sensor 9,3.37,22.6,34.3,-43,13.8,7
103,28/09/2024,13:08:48,Leaf Moisture Sensor 9,3.37,24,36.2,-42,9,7
104,28/09/2024,12:48:48,Leaf Moisture Sensor 9,3.37,24.7,37.7,-43,13.8,7
105,28/09/2024,12:28:49,Leaf Moisture Sensor 9,3.37,24.4,37.1,-42,14,7
106,28/09/2024,12:08:49,Leaf Moisture Sensor 9,3.37,24.8,37.3,-43,13.5,7
107,28/09/2024,11:48:49,Leaf Moisture Sensor 9,3.37,25.2,38,-61,14.2,7
108,28/09/2024,11:28:50,Leaf Moisture Sensor 9,3.37,25.7,37.6,-61,12.2,7
109,28/09/2024,11:08:50,Leaf Moisture Sensor 9,3.37,27,38.9,-43,13.8,7
110,28/09/2024,10:48:50,Leaf Moisture Sensor 9,3.37,28.2,38.9,-43,13.5,7
111,28/09/2024,10:28:51,Leaf Moisture Sensor 9,3.37,28.9,38.5,-43,10.8,7
112,28/09/2024,10:08:51,Leaf Moisture Sensor 9,3.37,28.9,35.8,-61,13.8,7
113,28/09/2024,09:48:51,Leaf Moisture Sensor 9,3.37,30.7,35.2,-43,12.8,7
114,28/09/2024,09:28:52,Leaf Moisture Sensor 9,3.37,31.2,33.4,-43,14,7
115,28/09/2024,09:08:52,Leaf Moisture Sensor 9,3.37,30.8,32.1,-61,13.2,7
116,28/09/2024,08:48:52,Leaf Moisture Sensor 9,3.37,29.4,29.6,-62,13.8,7
117,28/09/2024,08:28:53,Leaf Moisture Sensor 9,3.37,28.4,27.1,-43,14.2,7
118,28/09/2024,08:08:53,Leaf Moisture Sensor 9,3.37,27.4,27.1,-42,9,7
119,28/09/2024,07:48:53,Leaf Moisture Sensor 9,3.37,23.1,26,-43,10.8,7
120,28/09/2024,07:28:54,Leaf Moisture Sensor 9,3.37,20.6,24.8,-43,11.2,7
121,28/09/2024,07:08:54,Leaf Moisture Sensor 9,3.37,19.7,23.8,-43,13.8,7
122,28/09/2024,06:48:54,Leaf Moisture Sensor 9,3.37,19.5,21.8,-43,13.8,7
123,28/09/2024,06:28:54,Leaf Moisture Sensor 9,3.37,19.4,21.3,-61,12.5,7
124,28/09/2024,06:08:55,Leaf Moisture Sensor 9,3.37,19.3,21.1,-42,14,7
125,28/09/2024,05:48:55,Leaf Moisture Sensor 9,3.37,19.3,21.2,-43,13.8,7
126,28/09/2024,05:28:55,Leaf Moisture Sensor 9,3.37,19.2,21.5,-42,14.2,7
127,28/09/2024,05:08:56,Leaf Moisture Sensor 9,3.37,19.3,22,-42,14,7
128,28/09/2024,04:48:56,Leaf Moisture Sensor 9,3.37,19.2,22,-44,13.8,7
129,28/09/2024,04:28:56,Leaf Moisture Sensor 9,3.37,19.2,22.1,-43,14,7
130,28/09/2024,04:08:57,Leaf Moisture Sensor 9,3.37,19.1,22.2,-43,14,7
131,28/09/2024,03:48:57,Leaf Moisture Sensor 9,3.37,19.3,22.5,-61,12,7
132,28/09/2024,03:28:57,Leaf Moisture Sensor 9,3.37,19.2,22.4,-42,13.8,7
133,28/09/2024,03:08:58,Leaf Moisture Sensor 9,3.37,19,22.5,-60,13.5,7
134,28/09/2024,02:48:58,Leaf Moisture Sensor 9,3.37,18.9,22.3,-43,11,7
135,28/09/2024,02:28:58,Leaf Moisture Sensor 9,3.37,18.8,22.5,-43,8.8,7
136,28/09/2024,02:08:59,Leaf Moisture Sensor 9,3.37,18.6,22.7,-43,14,7
137,28/09/2024,01:48:59,Leaf Moisture Sensor 9,3.37,18.6,22.9,-43,14.2,7
138,28/09/2024,01:28:59,Leaf Moisture Sensor 9,3.37,18.6,23.1,-60,13.5,7
139,28/09/2024,01:09:00,Leaf Moisture Sensor 9,3.37,18.6,23.3,-60,13.2,7
140,28/09/2024,00:49:00,Leaf Moisture Sensor 9,3.37,18.6,23.3,-61,13.5,7
141,28/09/2024,00:29:00,Leaf Moisture Sensor 9,3.37,18.3,23.2,-61,13.8,7
142,28/09/2024,00:09:01,Leaf Moisture Sensor 9,3.37,18,23.1,-43,9,7
143,27/09/2024,23:49:01,Leaf Moisture Sensor 9,3.37,18,23.1,-42,13.8,7
144,27/09/2024,23:29:01,Leaf Moisture Sensor 9,3.37,18,23.5,-61,14,7
145,27/09/2024,23:09:01,Leaf Moisture Sensor 9,3.37,17.7,23.5,-42,14,7
146,27/09/2024,22:49:02,Leaf Moisture Sensor 9,3.37,17.6,23.4,-60,14,7
147,27/09/2024,22:29:02,Leaf Moisture Sensor 9,3.37,17.6,23.5,-61,12,7
148,27/09/2024,22:09:02,Leaf Moisture Sensor 9,3.37,17.3,23.5,-61,14.2,7
149,27/09/2024,21:49:03,Leaf Moisture Sensor 9,3.37,17.3,23.8,-61,14.2,7
150,27/09/2024,21:29:03,Leaf Moisture Sensor 9,3.37,17.3,24.2,-42,13.2,7
151,27/09/2024,21:09:03,Leaf Moisture Sensor 9,3.37,17,24.2,-42,14,7
152,27/09/2024,20:49:04,Leaf Moisture Sensor 9,3.37,17,24.5,-61,13.8,7
153,27/09/2024,20:29:04,Leaf Moisture Sensor 9,3.37,17,24.9,-43,14.2,7
154,27/09/2024,20:09:04,Leaf Moisture Sensor 9,3.37,17,25.2,-43,14,7
155,27/09/2024,19:49:05,Leaf Moisture Sensor 9,3.37,16.9,25.3,-61,14.2,7
156,27/09/2024,19:29:05,Leaf Moisture Sensor 9,3.37,16.9,25.2,-61,13.5,7
157,27/09/2024,19:09:05,Leaf Moisture Sensor 9,3.37,16.7,25.3,-61,14,7
158,27/09/2024,18:49:06,Leaf Moisture Sensor 9,3.37,16.7,25.6,-42,10.2,7
159,27/09/2024,18:29:06,Leaf Moisture Sensor 9,3.37,16.7,26.1,-42,8.8,7
160,27/09/2024,18:09:06,Leaf Moisture Sensor 9,3.37,17.3,26.9,-62,13.5,7
161,27/09/2024,17:49:07,Leaf Moisture Sensor 9,3.37,18.2,27.7,-43,13.5,7
162,27/09/2024,17:29:07,Leaf Moisture Sensor 9,3.37,18.9,28.7,-43,14.5,7
163,27/09/2024,17:09:07,Leaf Moisture Sensor 9,3.37,19.9,29.8,-61,13.5,7
164,27/09/2024,16:49:08,Leaf Moisture Sensor 9,3.37,20.8,30.7,-61,13.8,7
165,27/09/2024,16:29:08,Leaf Moisture Sensor 9,3.37,21.9,32.9,-61,14,7
166,27/09/2024,16:09:08,Leaf Moisture Sensor 9,3.37,23,35.6,-43,13.8,7
167,27/09/2024,15:49:08,Leaf Moisture Sensor 9,3.37,24,37.7,-44,10.2,7
168,27/09/2024,15:29:09,Leaf Moisture Sensor 9,3.37,24.2,38.3,-62,14.2,7
169,27/09/2024,15:09:09,Leaf Moisture Sensor 9,3.37,25.1,36.6,-43,13.2,7
170,27/09/2024,14:29:10,Leaf Moisture Sensor 9,3.37,26.9,40,-62,14.2,7
171,27/09/2024,14:09:10,Leaf Moisture Sensor 9,3.37,27,39.7,-60,13.2,7
172,27/09/2024,13:49:10,Leaf Moisture Sensor 9,3.37,27.7,40.3,-61,14,7
173,27/09/2024,13:09:11,Leaf Moisture Sensor 9,3.37,27,33.3,-42,9.2,7
174,27/09/2024,12:49:11,Leaf Moisture Sensor 9,3.37,27.7,34,-62,13.5,7
175,27/09/2024,12:09:12,Leaf Moisture Sensor 9,3.37,28.4,31.9,-61,13.2,7
176,27/09/2024,11:49:12,Leaf Moisture Sensor 9,3.37,28.8,31.7,-61,14.2,7
177,27/09/2024,11:29:13,Leaf Moisture Sensor 9,3.37,30.2,33,-43,13.8,7
178,27/09/2024,11:09:13,Leaf Moisture Sensor 9,3.37,30.8,33.1,-62,13.8,7
179,27/09/2024,10:49:13,Leaf Moisture Sensor 9,3.37,31.2,32.9,-43,12.5,7
180,27/09/2024,10:29:13,Leaf Moisture Sensor 9,3.37,30.8,31.3,-43,14.2,7
181,27/09/2024,10:09:14,Leaf Moisture Sensor 9,3.37,29.1,29.4,-61,14,7
182,27/09/2024,09:29:14,Leaf Moisture Sensor 9,3.37,23.7,26.1,-43,13.8,7
183,27/09/2024,09:09:15,Leaf Moisture Sensor 9,3.37,23.3,25.1,-61,14,7
184,27/09/2024,08:49:15,Leaf Moisture Sensor 9,3.37,23,25.3,-42,14.2,7
185,27/09/2024,08:29:15,Leaf Moisture Sensor 9,3.37,21.3,24.8,-62,13.5,7
186,27/09/2024,08:09:16,Leaf Moisture Sensor 9,3.37,20.9,23.9,-43,12.8,7
187,27/09/2024,07:49:16,Leaf Moisture Sensor 9,3.37,20.5,23.2,-42,13.2,7
188,27/09/2024,07:29:16,Leaf Moisture Sensor 9,3.37,20.3,22.6,-43,14,7
189,27/09/2024,07:09:17,Leaf Moisture Sensor 9,3.37,19.9,21.6,-42,13.8,7
190,27/09/2024,06:49:17,Leaf Moisture Sensor 9,3.37,19.6,20.7,-59,14,7
191,27/09/2024,06:29:17,Leaf Moisture Sensor 9,3.37,19.6,20.3,-61,13.2,7
192,27/09/2024,06:09:18,Leaf Moisture Sensor 9,3.37,19.6,20.3,-60,13.8,7
193,27/09/2024,05:49:18,Leaf Moisture Sensor 9,3.37,19.6,20.2,-42,14.2,7
194,27/09/2024,05:29:18,Leaf Moisture Sensor 9,3.37,19.3,20.3,-43,13.8,7
195,27/09/2024,05:09:19,Leaf Moisture Sensor 9,3.37,19.3,20.3,-43,8.2,7
196,27/09/2024,04:49:19,Leaf Moisture Sensor 9,3.37,19.3,20.4,-43,13.8,7
197,27/09/2024,04:29:19,Leaf Moisture Sensor 9,3.37,19.3,20.8,-44,14,7
198,27/09/2024,04:09:20,Leaf Moisture Sensor 9,3.37,19.2,20.7,-59,13.8,7
199,27/09/2024,03:49:20,Leaf Moisture Sensor 9,3.37,19.2,20.8,-61,13,7
200,27/09/2024,03:29:20,Leaf Moisture Sensor 9,3.37,19,21,-60,14.2,7
201,27/09/2024,03:09:21,Leaf Moisture Sensor 9,3.37,19,20.9,-60,14,7
202,27/09/2024,02:49:21,Leaf Moisture Sensor 9,3.37,18.8,20.9,-43,8.5,7
203,27/09/2024,02:29:21,Leaf Moisture Sensor 9,3.37,18.6,20.9,-42,9.8,7
204,27/09/2024,02:09:21,Leaf Moisture Sensor 9,3.37,18.6,21,-60,13.5,7
205,27/09/2024,01:49:22,Leaf Moisture Sensor 9,3.37,18.5,21.1,-43,13.5,7
206,27/09/2024,01:29:22,Leaf Moisture Sensor 9,3.37,18.3,21.3,-61,14,7
207,27/09/2024,01:09:22,Leaf Moisture Sensor 9,3.37,18.3,21.4,-60,13.5,7
208,27/09/2024,00:49:23,Leaf Moisture Sensor 9,3.37,18.3,21.6,-60,13.8,7
209,27/09/2024,00:29:23,Leaf Moisture Sensor 9,3.37,18.3,21.9,-42,13.5,7
210,27/09/2024,00:09:23,Leaf Moisture Sensor 9,3.37,18.2,22,-41,11.5,7
211,26/09/2024,23:49:24,Leaf Moisture Sensor 9,3.37,18,22.2,-43,9.2,7
212,26/09/2024,23:09:24,Leaf Moisture Sensor 9,3.37,18,22.5,-43,13.8,7
213,26/09/2024,22:49:25,Leaf Moisture Sensor 9,3.37,17.9,22.6,-42,13.8,7
214,26/09/2024,22:29:25,Leaf Moisture Sensor 9,3.37,17.8,22.8,-61,14.2,7
215,26/09/2024,22:09:25,Leaf Moisture Sensor 9,3.37,17.7,23.2,-61,14,7
216,26/09/2024,21:49:26,Leaf Moisture Sensor 9,3.37,17.6,23.2,-61,13.5,7
217,26/09/2024,21:29:26,Leaf Moisture Sensor 9,3.37,17.5,23.4,-42,9,7
218,26/09/2024,21:09:26,Leaf Moisture Sensor 9,3.37,17.3,23.8,-42,13.5,7
219,26/09/2024,20:49:27,Leaf Moisture Sensor 9,3.37,17.3,24.1,-62,13.5,7
220,26/09/2024,20:29:27,Leaf Moisture Sensor 9,3.37,17.3,24.4,-43,14,7
221,26/09/2024,20:09:27,Leaf Moisture Sensor 9,3.37,17.3,24.5,-61,14,7
222,26/09/2024,19:49:28,Leaf Moisture Sensor 9,3.37,17.1,24.5,-61,13.2,7
223,26/09/2024,19:29:28,Leaf Moisture Sensor 9,3.37,17,24.6,-61,13.5,7
224,26/09/2024,19:09:28,Leaf Moisture Sensor 9,3.37,17,24.6,-61,13.8,7
225,26/09/2024,18:49:29,Leaf Moisture Sensor 9,3.37,17.3,25.1,-42,14,7
226,26/09/2024,18:29:29,Leaf Moisture Sensor 9,3.37,17.6,25.6,-42,14,7
227,26/09/2024,18:09:29,Leaf Moisture Sensor 9,3.37,18.6,26.3,-61,14,7
228,26/09/2024,17:49:29,Leaf Moisture Sensor 9,3.37,19.9,27.1,-43,14.2,7
229,26/09/2024,17:29:30,Leaf Moisture Sensor 9,3.37,20.9,27.6,-42,13.8,7
230,26/09/2024,17:09:30,Leaf Moisture Sensor 9,3.37,22.2,28.7,-62,13.2,7
231,26/09/2024,16:49:30,Leaf Moisture Sensor 9,3.37,23,30,-61,13.2,7
232,26/09/2024,16:29:31,Leaf Moisture Sensor 9,3.37,23.7,30,-43,12.8,7
233,26/09/2024,16:09:31,Leaf Moisture Sensor 9,3.37,24.3,32.9,-43,8.8,7
234,26/09/2024,15:29:32,Leaf Moisture Sensor 9,3.37,25.5,33.7,-63,14,7
235,26/09/2024,14:49:32,Leaf Moisture Sensor 9,3.37,25.9,31.6,-60,14,7
236,26/09/2024,14:29:33,Leaf Moisture Sensor 9,3.37,27,33,-60,14,7
237,26/09/2024,14:09:33,Leaf Moisture Sensor 9,3.37,28.1,39.4,-43,13.2,7
238,26/09/2024,13:49:33,Leaf Moisture Sensor 9,3.37,27.7,34.1,-43,14,7
239,26/09/2024,13:29:34,Leaf Moisture Sensor 9,3.37,27.3,35.5,-42,14.2,7
240,26/09/2024,13:09:34,Leaf Moisture Sensor 9,3.37,24.6,33.3,-42,14,7
241,26/09/2024,12:49:34,Leaf Moisture Sensor 9,3.37,21.9,31.9,-44,13.2,7
242,26/09/2024,12:29:35,Leaf Moisture Sensor 9,3.37,20.2,28.3,-43,14,7
243,26/09/2024,12:09:35,Leaf Moisture Sensor 9,3.37,51.5,30.6,-60,14.2,7
244,26/09/2024,11:49:35,Leaf Moisture Sensor 9,3.37,51.5,29.9,-61,13.2,7
245,26/09/2024,11:29:36,Leaf Moisture Sensor 9,3.37,51.5,29.9,-61,13.5,7
246,26/09/2024,11:09:36,Leaf Moisture Sensor 9,3.37,51.5,29.2,-42,13.2,7
247,26/09/2024,10:29:36,Leaf Moisture Sensor 9,3.37,52,29.9,-44,10.2,7
248,26/09/2024,10:09:37,Leaf Moisture Sensor 9,3.37,52.5,29.8,-62,14,7
249,26/09/2024,09:49:37,Leaf Moisture Sensor 9,3.37,53.5,30,-44,13,7
250,26/09/2024,09:29:37,Leaf Moisture Sensor 9,3.37,54.1,28.6,-62,13.8,7
251,26/09/2024,09:09:38,Leaf Moisture Sensor 9,3.37,54.6,27.8,-62,14,7
252,26/09/2024,08:29:38,Leaf Moisture Sensor 9,3.37,55.6,24.6,-42,13.8,7
253,26/09/2024,08:09:39,Leaf Moisture Sensor 9,3.37,56.1,24.2,-42,10,7
254,26/09/2024,07:49:39,Leaf Moisture Sensor 9,3.37,56.6,23.3,-43,14.2,7
255,26/09/2024,07:29:39,Leaf Moisture Sensor 9,3.37,56.8,23,-62,14,7
256,26/09/2024,07:09:40,Leaf Moisture Sensor 9,3.37,57.1,22.1,-42,14.2,7
257,26/09/2024,06:49:40,Leaf Moisture Sensor 9,3.37,57,21.5,-43,13.8,7
258,26/09/2024,06:29:40,Leaf Moisture Sensor 9,3.37,57.2,21.2,-60,14,7
259,26/09/2024,06:09:41,Leaf Moisture Sensor 9,3.37,57.5,21.1,-42,13.8,7
260,26/09/2024,05:49:41,Leaf Moisture Sensor 9,3.37,57.6,21,-60,14,7
261,26/09/2024,05:29:41,Leaf Moisture Sensor 9,3.37,57.6,20.9,-42,8.2,7
262,26/09/2024,05:09:42,Leaf Moisture Sensor 9,3.37,57.6,20.8,-42,14,7
263,26/09/2024,04:49:42,Leaf Moisture Sensor 9,3.37,57.6,20.9,-60,14,7
264,26/09/2024,04:29:42,Leaf Moisture Sensor 9,3.37,57.6,21,-42,14,7
265,26/09/2024,04:09:43,Leaf Moisture Sensor 9,3.37,57.6,21,-43,13.8,7
266,26/09/2024,03:49:43,Leaf Moisture Sensor 9,3.37,57.6,21.1,-60,13.5,7
267,26/09/2024,03:29:43,Leaf Moisture Sensor 9,3.37,57.6,21,-42,14,7
268,26/09/2024,03:09:43,Leaf Moisture Sensor 9,3.37,57.6,21.2,-43,14,7
269,26/09/2024,02:49:44,Leaf Moisture Sensor 9,3.37,57.6,21.2,-44,10.5,7
270,26/09/2024,02:29:44,Leaf Moisture Sensor 9,3.37,57.6,21.3,-42,9,7
271,26/09/2024,02:09:44,Leaf Moisture Sensor 9,3.37,57.6,21.4,-60,14,7
272,26/09/2024,01:49:45,Leaf Moisture Sensor 9,3.37,57.8,21.4,-43,13,7
273,26/09/2024,01:29:45,Leaf Moisture Sensor 9,3.37,57.8,21.6,-59,13.5,7
274,26/09/2024,01:09:45,Leaf Moisture Sensor 9,3.37,58.2,21.7,-60,14.2,7
275,26/09/2024,00:49:46,Leaf Moisture Sensor 9,3.37,58.3,21.8,-42,13.8,7
276,26/09/2024,00:29:46,Leaf Moisture Sensor 9,3.37,58.8,21.8,-60,13.8,7
277,25/09/2024,23:49:47,Leaf Moisture Sensor 9,3.37,58.9,21.8,-42,14.5,7
278,25/09/2024,23:29:47,Leaf Moisture Sensor 9,3.37,59.4,21.8,-60,14.2,7
279,25/09/2024,23:09:47,Leaf Moisture Sensor 9,3.37,59.4,22,-43,13.2,7
